fuel_frac,ref_mult,core_r,keff,stdv,r_mass,c_mass,p_mass,mass
   0.93599,   0.07229,  43.05304,   1.96796,   0.00064,-326924.83715,5180448.09826,1231062.82240,6084586.08351
   0.66918,   0.04679,  43.93508,   1.86722,   0.00072,-386332.76800,4087898.30644,1231235.29674,4932800.83519
   0.65136,   0.02001,  46.28734,   1.87386,   0.00063,-497210.63155,4669556.04702,1348894.37073,5521239.78620
   0.74094,   0.00430,  35.18543,   1.80115,   0.00059,-229627.60377,2295507.54610,569843.91387,2635723.85619
   0.44287,   0.14478,  40.00946,   1.66446,   0.00072,-170935.50005,2179126.48406,1166067.60227,3174258.58628
   0.73760,   0.11253,  27.85378,   1.68714,   0.00069,-71901.25920,1134265.71591,365926.39388,1428290.85058
   0.71598,   0.08865,  15.48110,   1.21138,   0.00072,-14064.55744,189720.47729,59469.08340,235125.00325
   0.34572,   0.07655,  43.69977,   1.58500,   0.00066,-335304.85848,2331537.77159,1300334.31436,3296567.22747
   0.86745,   0.11671,  30.87476,   1.81819,   0.00073,-95476.44013,1784213.57646,503130.02936,2191867.16568
   0.50756,   0.09460,  44.82025,   1.77479,   0.00070,-331077.22221,3428374.18317,1463175.17925,4560472.14020
   0.25205,   0.05662,  45.27957,   1.44204,   0.00059,-406724.28134,2048904.08797,1379887.82091,3022067.62753
   0.21255,   0.07942,  19.04547,   0.69535,   0.00053,-27388.16656,135377.11746,108371.16875,216360.11965
   0.28547,   0.02287,  39.05862,   1.38957,   0.00071,-295898.79093,1439872.45563,816202.03146,1960175.69616
   0.79580,   0.07619,  39.34889,   1.88603,   0.00070,-245200.62152,3419996.83691,948523.55739,4123319.77278
   0.58622,   0.10885,  13.14674,   0.93902,   0.00069,-7725.56262,97717.56713,38154.83537,128146.83988
   0.92319,   0.14712,  36.99171,   1.92011,   0.00063,-132608.45743,3245419.01828,926409.04478,4039219.60562
   0.60357,   0.14738,  29.18009,   1.62236,   0.00064,-64954.31204,1095515.32587,454987.66425,1485548.67808
   0.46924,   0.01693,  22.22546,   1.23316,   0.00072,-55605.47471,391684.79238,148198.61115,484277.92881
   0.24580,   0.11329,  13.24562,   0.51338,   0.00040,-7697.11346,50379.90883,39419.38099,82102.17636
   0.23648,   0.14554,  18.39922,   0.74461,   0.00058,-16524.80066,131396.10300,113596.87628,228468.17861
   0.32632,   0.08572,  43.82721,   1.56172,   0.00075,-323789.76167,2249686.70756,1340163.71581,3266060.66171
   0.31466,   0.01391,  22.51593,   1.00058,   0.00067,-58383.74982,296704.07491,152938.78687,391259.11196
   0.66218,   0.07284,  12.77942,   0.98138,   0.00059,-8528.91665,99684.98286,32237.73499,123393.80120
   0.62441,   0.01922,  21.06401,   1.36699,   0.00070,-46980.24257,424281.50491,126872.94069,504174.20303
   0.77583,   0.05164,  28.73255,   1.71922,   0.00074,-106027.07628,1301854.07826,348407.48859,1544234.49057
   0.30214,   0.05550,  49.16084,   1.58533,   0.00076,-522914.18765,2995057.55500,1761300.81675,4233444.18410
   0.49683,   0.09732,  31.16607,   1.55476,   0.00071,-109730.10307,1132339.00319,495047.75542,1517656.65554
   0.78601,   0.10975,  12.35538,   1.07388,   0.00062,-6379.28069,104719.00869,31736.30509,130076.03309
   0.64719,   0.13258,  17.23995,   1.25273,   0.00065,-14974.44295,239928.10149,90787.23290,315740.89144
   0.45292,   0.04201,  37.04102,   1.60632,   0.00072,-235758.90219,1761187.90883,729373.08591,2254802.09255
   0.49540,   0.07925,  40.23034,   1.70655,   0.00067,-258342.84922,2429684.67779,1021002.84075,3192344.66933
   0.43800,   0.12228,  15.17477,   0.89648,   0.00058,-10944.96115,117828.04817,60494.39396,167377.48098
   0.80837,   0.11966,  19.47069,   1.49020,   0.00070,-23509.57863,420166.95421,127033.57665,523690.95223
   0.85480,   0.14197,  49.61061,   1.98539,   0.00067,-333074.31641,7305424.03791,2209262.14073,9181611.86222
   0.87168,   0.03315,  39.56618,   1.91709,   0.00074,-296803.18691,3771402.66070,870040.89737,4344640.37116
   0.48538,   0.07348,  35.08999,   1.61555,   0.00081,-176057.01310,1585152.50767,668397.56353,2077493.05810
   0.61825,   0.13172,  16.74410,   1.19856,   0.00068,-13802.08914,211304.50105,83016.56110,280518.97301
   0.71902,   0.08194,  14.16381,   1.13230,   0.00065,-11130.93636,145835.58966,44837.15580,179541.80911
   0.72918,   0.01226,  43.53555,   1.88694,   0.00063,-424279.65007,4287538.48682,1101042.48789,4964301.32463
   0.33952,   0.13240,  35.58967,   1.45586,   0.00069,-131905.79526,1241931.31788,798386.93553,1908412.45814
   0.72399,   0.11736,  28.01825,   1.68338,   0.00069,-71066.56191,1135723.78925,376559.12119,1441216.34852
   0.29866,   0.10220,  49.81818,   1.60062,   0.00060,-436478.16551,3089864.49827,2044761.69484,4698148.02760
   0.56571,   0.13605,  14.82024,   1.03238,   0.00058,-9279.94672,135803.52458,58124.03130,184647.60916
   0.92609,   0.13997,  14.65995,   1.34665,   0.00072,-8725.81758,202574.19855,56752.76408,250601.14504
   0.67378,   0.01022,  29.88704,   1.66402,   0.00069,-138160.13642,1294502.72808,354422.51061,1510765.10227
   0.26337,   0.05012,  17.91885,   0.73660,   0.00056,-25871.99795,131062.78060,84200.05832,189390.84097
   0.66551,   0.04036,  22.09764,   1.45124,   0.00073,-50365.33687,517638.52608,154243.13088,621516.32009
   0.54963,   0.01621,  42.73264,   1.77061,   0.00075,-396155.30246,3176941.72241,1051473.76778,3832260.18773
   0.70309,   0.09009,  25.51066,   1.60225,   0.00076,-62479.48616,835527.32980,266994.74087,1040042.58451
   0.22742,   0.09063,  27.24653,   1.01948,   0.00059,-75913.20025,415215.19487,325698.09095,665000.08557
   0.81973,   0.03759,  37.79300,   1.87865,   0.00070,-254544.10079,3111059.51882,766456.87135,3622972.28937
   0.72156,   0.04272,  47.86764,   1.92349,   0.00061,-507442.29223,5646682.85198,1576782.62774,6716023.18749
   0.75480,   0.10445,  22.34339,   1.55194,   0.00066,-38887.81482,597495.58359,185425.27053,744033.03930
   0.24327,   0.11607,  31.66460,   1.18795,   0.00057,-103398.68804,683244.91906,541951.38308,1121797.61410
   0.41988,   0.02859,  36.91119,   1.56016,   0.00070,-244878.60032,1638644.88451,698569.37789,2092335.66208
   0.48197,   0.05694,  38.33938,   1.66242,   0.00066,-246581.51681,2055513.53754,838308.24526,2647240.26599
   0.39520,   0.13767,  24.03371,   1.23984,   0.00068,-39111.23517,430884.97898,248784.95563,640558.69944
   0.22273,   0.14180,  32.55801,   1.17377,   0.00062,-94266.21407,698314.57352,624213.03696,1228261.39641
   0.35946,   0.00210,  25.02078,   1.16151,   0.00062,-83128.66970,451113.96281,203789.05680,571774.34992
   0.93857,   0.12672,  33.67710,   1.88959,   0.00074,-116197.46893,2485648.46655,667887.02431,3037338.02194
   0.68007,   0.14791,  30.46819,   1.70798,   0.00057,-73625.13078,1382639.37479,518548.67103,1827562.91504
   0.30596,   0.07373,  18.65043,   0.85542,   0.00057,-26404.49049,165088.76703,100416.95766,239101.23420
   0.23365,   0.13893,  22.47894,   0.89776,   0.00064,-31704.10248,237599.72528,204131.55606,410027.17885
   0.47689,   0.05477,  20.05184,   1.16866,   0.00072,-35589.20111,291502.21067,119311.10296,375224.11252
   0.28742,   0.06969,  28.90899,   1.18487,   0.00062,-100131.62764,586761.79944,370429.56050,857059.73230
   0.74634,   0.07277,  49.95913,   1.94848,   0.00067,-509732.34919,6613231.69698,1925768.74683,8029268.09461
   0.55363,   0.00808,  44.94497,   1.79687,   0.00065,-473039.78900,3719107.87014,1198959.08717,4445027.16831
   0.86846,   0.03076,  26.74773,   1.73087,   0.00069,-92477.76193,1161314.62349,267237.86039,1336074.72195
   0.63361,   0.04372,  32.03605,   1.68450,   0.00074,-151543.60283,1511565.05832,473817.37826,1833838.83375
   0.49143,   0.04158,  41.16542,   1.70746,   0.00066,-324127.89553,2585725.50852,1000108.78316,3261706.39615
   0.73427,   0.02647,  28.25203,   1.67956,   0.00068,-110614.61080,1178913.45190,311624.35918,1379923.20028
   0.41090,   0.02096,  16.81391,   0.91088,   0.00057,-23756.62057,152213.41836,64805.71274,193262.51054
   0.29096,   0.13289,  46.92416,   1.55935,   0.00065,-301289.56540,2532209.84092,1831926.43497,4062846.71049
   0.70831,   0.06713,  24.47381,   1.57290,   0.00075,-61440.67742,742528.97993,223400.94840,904489.25091
   0.49980,   0.12505,  10.20583,   0.64507,   0.00046,-3270.03735,39960.42229,18518.65930,55209.04424
   0.85756,   0.09330,  24.09399,   1.67148,   0.00063,-51780.55631,839269.09578,226617.76406,1014106.30353
   0.33024,   0.09029,  23.39332,   1.09553,   0.00066,-48129.15314,345253.77744,205975.09589,503099.72020
   0.46529,   0.03403,  18.48841,   1.07456,   0.00069,-30187.52868,223902.97218,88960.30239,282675.74589
   0.63275,   0.01191,  38.62062,   1.77984,   0.00068,-296525.95334,2645197.59418,767984.81688,3116656.45773
   0.78984,   0.14272,  29.79846,   1.76265,   0.00077,-71762.09958,1475404.46972,479545.11457,1883187.48471
   0.86368,   0.09879,  35.68249,   1.87839,   0.00066,-163391.43368,2743510.79804,745483.31707,3325602.68143
   0.84082,   0.12799,  32.82837,   1.83614,   0.00068,-106716.84994,2085765.01079,620423.68123,2599471.84208
   0.42087,   0.04578,  30.25778,   1.42824,   0.00068,-126684.67078,904373.14110,401200.96387,1178889.43419
   0.94928,   0.00126,  22.68392,   1.66979,   0.00073,-62102.10114,767439.89351,151537.19292,856874.98529
   0.34368,   0.10117,  24.24140,   1.15287,   0.00064,-50574.21794,396174.88371,235030.50521,580631.17098
   0.42589,   0.13530,  10.85601,   0.61518,   0.00048,-3667.28846,42170.67767,22807.22373,61310.61294
   0.30162,   0.11896,  45.67602,   1.55878,   0.00065,-304843.82191,2399114.45739,1637384.06007,3731654.69555
   0.69044,   0.11045,  43.24383,   1.87786,   0.00070,-272393.98651,4005670.76394,1362869.74543,5096146.52287
   0.30381,   0.08763,  29.26813,   1.23390,   0.00069,-95524.95631,634644.90963,400904.83900,940024.79232
   0.59622,   0.06509,  20.13652,   1.31581,   0.00059,-34525.25443,356248.33279,123832.98950,445556.06786
   0.82472,   0.11559,  48.15851,   1.96917,   0.00069,-364827.13854,6472059.13950,1904512.61072,8011744.61169
   0.75839,   0.09756,  13.51468,   1.13002,   0.00067,-8935.97057,132777.41300,40388.58495,164230.02738
   0.58866,   0.10174,  19.34246,   1.28426,   0.00072,-25611.42359,312316.26134,119551.56246,406256.40021
   0.76156,   0.02782,  30.12612,   1.73391,   0.00069,-133495.92418,1476172.46791,379094.24615,1721770.78989
   0.44457,   0.05244,  47.06316,   1.73509,   0.00072,-464469.24930,3557909.31241,1534053.61300,4627493.67611
   0.54583,   0.08797,  24.49441,   1.42931,   0.00064,-55898.15604,594818.79594,235180.09391,774100.73381
   0.46252,   0.09352,  27.41855,   1.42212,   0.00078,-76221.82345,726711.61684,334135.24839,984625.04177
   0.38422,   0.08214,  45.17392,   1.65644,   0.00068,-360776.81458,2797879.43765,1455338.39653,3892441.01961
   0.26909,   0.11851,  40.12459,   1.41698,   0.00069,-207237.23868,1494717.65566,1108854.78383,2396335.20081
   0.36954,   0.04429,  18.26575,   0.93133,   0.00058,-28028.14256,179355.94343,87943.50321,239271.30409
   0.50306,   0.10678,  41.38410,   1.73364,   0.00073,-243862.33486,2678788.50418,1184514.17170,3619440.34102
   0.32340,   0.05518,  14.15791,   0.65877,   0.00054,-12506.42207,75318.95817,42037.90885,104850.44494
   0.94145,   0.02760,  17.66352,   1.48772,   0.00072,-26927.81979,359641.30698,76368.73345,409082.22064
   0.51230,   0.12495,  48.03287,   1.81372,   0.00072,-341121.84033,4252601.49949,1930110.72947,5841590.38863
   0.50246,   0.13718,  22.92490,   1.33989,   0.00069,-34066.24853,454912.92051,215679.49256,636526.16454
   0.61277,   0.05922,  29.55050,   1.62134,   0.00071,-111851.38716,1152638.89051,385942.74869,1426730.25204
   0.38651,   0.03975,  25.36939,   1.23460,   0.00069,-76384.75688,497901.57606,233054.23393,654571.05310
   0.94078,   0.00539,  34.16641,   1.88301,   0.00077,-209545.50806,2601096.34084,523175.34021,2914726.17299
   0.56865,   0.03438,  24.69638,   1.44254,   0.00068,-71859.31908,631187.02842,212210.68547,771538.39482
   0.52232,   0.08970,  39.39967,   1.72191,   0.00073,-230624.71705,2385410.65795,982703.14033,3137489.08123
   0.94530,   0.06407,  38.46015,   1.93485,   0.00068,-241609.88299,3726258.86678,860728.31419,4345377.29798
   0.35217,   0.03162,  18.75765,   0.91975,   0.00060,-31797.50555,187058.06029,92359.91002,247620.46476
   0.89780,   0.05739,  18.20958,   1.48949,   0.00074,-26370.87382,377526.71655,89915.46650,441071.30922
   0.46695,   0.10155,  34.94259,   1.60115,   0.00070,-151153.07861,1516000.19765,704523.97458,2069371.09361
   0.59259,   0.09225,  14.49834,   1.03013,   0.00060,-11343.46564,132277.05674,49256.88735,170190.47846
   0.45371,   0.09945,  32.19456,   1.52916,   0.00070,-119582.01989,1158040.16943,548378.03250,1586836.18204
   0.88617,   0.03124,  41.57958,   1.93861,   0.00073,-346801.95035,4442194.99179,1005046.25762,5100439.29906
   0.50928,   0.12771,  12.23474,   0.80013,   0.00053,-5534.64963,69932.15660,32096.00964,96493.51661
   0.56946,   0.00857,  16.46181,   1.09044,   0.00067,-23207.12206,187161.60620,58982.54298,222937.02712
   0.20953,   0.07034,  28.36763,   0.99779,   0.00065,-94338.81399,443021.45365,350543.60955,699226.24921
   0.67905,   0.03372,  46.44860,   1.89035,   0.00074,-479213.65342,4892364.12320,1409573.80975,5822724.27953
   0.85170,   0.05273,  30.89435,   1.80340,   0.00073,-131234.74846,1758518.22737,434246.22068,2061529.69959
   0.88830,   0.08024,  33.86321,   1.86576,   0.00067,-153352.48131,2404797.95751,610318.25526,2861763.73146
   0.91889,   0.01421,  39.95479,   1.93402,   0.00068,-325918.47379,4072261.88125,855218.64019,4601562.04765
   0.57798,   0.03879,  46.64545,   1.83658,   0.00066,-476479.26843,4312232.45247,1445256.57221,5281009.75625
   0.83873,   0.14395,  48.47691,   1.97736,   0.00067,-306036.74099,6701268.27184,2070331.96477,8465563.49561
   0.25364,   0.12039,  28.16979,   1.11836,   0.00066,-70867.37147,495588.04156,385339.14900,810059.81909
   0.28051,   0.01375,  49.59993,   1.53963,   0.00072,-624437.79706,2910683.76694,1634252.12424,3920498.09412
   0.88320,   0.03092,  44.05563,   1.95588,   0.00062,-412986.53045,5268076.69484,1194568.30258,6049658.46697
   0.35010,   0.06903,  15.76699,   0.78646,   0.00051,-16292.36713,110584.89228,60003.50550,154296.03065
   0.36486,   0.00925,  42.63979,   1.57527,   0.00062,-402445.32683,2258918.35302,1026763.83536,2883236.86156
   0.28327,   0.11489,  28.41181,   1.18076,   0.00072,-75234.22596,551042.84971,390454.52699,866263.15074
   0.60652,   0.05958,  47.63966,   1.86469,   0.00060,-467954.62534,4787192.10284,1618477.03866,5937714.51616
   0.47884,   0.07694,  37.16706,   1.64423,   0.00072,-205917.50008,1862595.23403,800736.36488,2457414.09883
   0.88163,   0.07113,  25.62007,   1.72059,   0.00073,-69252.34559,1034414.55764,258715.70971,1223877.92176
   0.41429,   0.09829,  43.61478,   1.67519,   0.00067,-299178.77400,2674352.24967,1359794.30571,3734967.78138
   0.91256,   0.01532,  35.98351,   1.89260,   0.00074,-237221.29534,2956201.13045,626432.31856,3345412.15367
   0.86039,   0.01295,  27.18655,   1.73051,   0.00061,-103091.74493,1209256.29652,268582.23015,1374746.78174
   0.75760,   0.01286,  20.27034,   1.45643,   0.00067,-42743.48322,447600.51754,111301.54458,516158.57890
   0.27560,   0.06557,  38.66458,   1.38276,   0.00072,-243908.05334,1360992.10602,877640.72783,1994724.78051
   0.32895,   0.12094,  36.69061,   1.45937,   0.00063,-156042.01753,1328080.81382,852506.37792,2024545.17421
   0.30920,   0.02555,  24.88998,   1.08010,   0.00060,-75876.76742,395525.40661,212606.75161,532255.39079
   0.77623,   0.13843,  20.32476,   1.50291,   0.00065,-23522.17287,461014.31091,150721.27637,588213.41441
   0.43427,   0.00646,  23.93951,   1.24258,   0.00069,-71843.87399,459418.02573,180448.83364,568022.98539
   0.42336,   0.04757,  43.85254,   1.67520,   0.00069,-383003.77728,2766243.27211,1226608.45891,3609847.95373
   0.79867,   0.11706,  44.62883,   1.93748,   0.00068,-287736.16323,5005682.43747,1520761.11215,6238707.38639
   0.50593,   0.13050,  39.90717,   1.72251,   0.00076,-188447.64782,2413526.58711,1120838.63507,3345917.57435
   0.32533,   0.11096,  26.95800,   1.21584,   0.00072,-65794.01785,522329.51341,330559.90738,787095.40293
   0.48428,   0.09678,  12.40745,   0.77417,   0.00059,-6943.41403,69944.28403,31196.62224,94197.49223
   0.82794,   0.11756,  11.80103,   1.06873,   0.00060,-5303.51563,95563.51204,28149.25875,118409.25516
   0.51447,   0.06359,  37.88132,   1.68766,   0.00071,-231337.59282,2093391.56552,821512.31621,2683566.28892
   0.46831,   0.03239,  28.51316,   1.43773,   0.00070,-111380.14935,825676.87456,325011.98284,1039308.70804
   0.92299,   0.13474,  23.77227,   1.70668,   0.00065,-38662.87333,861161.91074,239182.61048,1061681.64790
   0.20896,   0.08556,  21.90587,   0.79783,   0.00055,-40462.63738,203628.10915,167280.79577,330446.26754
   0.27712,   0.09862,  21.75852,   0.94115,   0.00060,-37080.77091,243531.96576,168962.54514,375413.73998
   0.53271,   0.13649,  21.24517,   1.31315,   0.00072,-27250.32090,380237.15457,171394.82961,524381.66329
   0.43288,   0.00410,  36.60941,   1.56470,   0.00070,-258809.27263,1638738.03410,641547.07323,2021475.83470
   0.42963,   0.11782,  32.73050,   1.51849,   0.00065,-112969.47548,1163949.17597,600926.39179,1651906.09229
   0.68521,   0.01790,  33.41759,   1.74148,   0.00073,-188412.19440,1836309.00231,504960.38460,2152857.19251
   0.55589,   0.14701,  23.35456,   1.41791,   0.00065,-33400.83521,523611.04168,233076.65268,723286.85915
   0.75084,   0.09714,  17.71900,   1.36323,   0.00075,-20184.27183,296612.37134,90936.51133,367364.61084
   0.62183,   0.00512,  20.52556,   1.33915,   0.00069,-45470.16870,391171.53917,113355.24238,459056.61286
   0.33259,   0.07427,  47.96917,   1.62154,   0.00060,-448158.54465,2993048.14541,1710718.59664,4255608.19739
   0.24032,   0.06285,  16.29945,   0.62804,   0.00050,-18486.52857,92390.38018,65327.34698,139231.19858
   0.92852,   0.12452,  16.92630,   1.46551,   0.00070,-14969.52169,312535.87431,84378.44086,381944.79348
   0.88971,   0.07536,  40.46948,   1.93357,   0.00059,-267771.62422,4110514.39605,1029881.34995,4872624.12178
   0.26193,   0.10234,  31.20189,   1.20983,   0.00062,-107153.47119,689236.23472,502529.42021,1084612.18374
